,index,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,predict,index,predict,no,yes
570,24230,34,blue-collar,married,primary,no,12,no,no,telephone,21,nov,61,3,-1,0,unknown,,570,no,0.9756326462685262,0.024367353731473796
571,7937,25,management,single,tertiary,no,493,yes,no,unknown,4,jun,301,1,-1,0,unknown,,571,no,0.9728254690496806,0.02717453095031942
572,25598,49,management,married,tertiary,no,87,no,no,cellular,29,jan,165,1,-1,0,unknown,,572,no,0.9723129393203708,0.027687060679629116
573,17823,37,technician,single,secondary,no,3,yes,no,cellular,8,aug,90,5,-1,0,unknown,,573,no,0.9740270590240936,0.025972940975906304
574,33013,41,admin.,divorced,secondary,no,1634,yes,yes,cellular,12,may,16,5,-1,0,unknown,,574,no,0.9757445449591172,0.024255455040882643
575,28785,45,technician,single,primary,no,237,yes,no,cellular,14,apr,110,1,263,1,failure,,575,no,0.9718904759775864,0.02810952402241348
576,6172,26,blue-collar,married,primary,no,3529,yes,no,unknown,28,may,100,2,-1,0,unknown,,576,no,0.9756706490852194,0.02432935091478064
577,14027,32,technician,single,secondary,no,2341,yes,no,cellular,18,jul,243,1,-1,0,unknown,,577,no,0.9705372350973772,0.029462764902622913
578,24178,31,unemployed,single,secondary,no,0,no,no,cellular,20,nov,324,5,-1,0,unknown,,578,no,0.971094501286473,0.028905498713526944
579,4162,31,blue-collar,married,primary,no,26,yes,no,unknown,20,may,51,26,-1,0,unknown,,579,no,0.9752911813906228,0.024708818609377386
580,16195,37,admin.,divorced,tertiary,no,43,yes,no,cellular,30,jul,65,2,-1,0,unknown,,580,no,0.9754655089786756,0.02453449102132434
581,12106,53,management,married,tertiary,no,0,yes,no,cellular,9,jul,296,1,-1,0,unknown,,581,no,0.97238522566277,0.027614774337230082
582,15109,26,services,married,secondary,no,-16,yes,no,cellular,24,jul,1036,1,-1,0,unknown,,582,yes,0.6571232036170005,0.3428767963829995
583,31653,31,services,divorced,primary,no,459,yes,no,cellular,7,may,623,1,293,1,success,,583,yes,0.18379860483939725,0.8162013951606027
584,2412,37,technician,married,secondary,no,511,yes,no,unknown,13,may,232,4,-1,0,unknown,no,584,no,0.9755287541684508,0.02447124583154924
585,28440,34,management,single,tertiary,no,7263,yes,no,telephone,6,apr,86,1,-1,0,unknown,,585,no,0.972580972670062,0.027419027329938082
586,39056,33,technician,single,secondary,no,234,no,no,cellular,1,apr,176,1,370,2,failure,,586,no,0.9214881608610541,0.07851183913894601
587,33149,32,technician,single,secondary,no,0,yes,no,cellular,12,may,61,4,-1,0,unknown,,587,no,0.9757114556352222,0.024288544364777825
588,15200,42,technician,single,tertiary,no,-411,yes,no,cellular,24,jul,212,3,-1,0,unknown,,588,no,0.9747458973874236,0.025254102612576514
589,29993,35,management,married,tertiary,no,2123,yes,no,cellular,20,apr,54,1,273,3,failure,,589,no,0.9751806762835916,0.024819323716408385
590,26776,36,blue-collar,married,tertiary,no,-534,yes,no,cellular,4,feb,22,1,-1,0,unknown,,590,no,0.9754729006408056,0.024527099359194383
591,26915,42,management,married,tertiary,yes,0,yes,no,cellular,4,feb,358,2,-1,0,unknown,,591,no,0.9652206522096126,0.034779347790387376
592,40254,34,management,divorced,tertiary,no,2240,no,no,cellular,8,sep,220,2,184,3,success,,592,yes,0.06415912930158485,0.9358408706984152
593,12157,43,blue-collar,married,secondary,no,173,no,yes,telephone,9,jul,238,8,-1,0,unknown,,593,no,0.9746373919782672,0.02536260802173269
594,17952,55,retired,married,primary,no,1821,no,no,cellular,8,aug,224,2,-1,0,unknown,,594,no,0.9697088348119476,0.03029116518805242
595,23597,53,entrepreneur,married,unknown,no,7,no,no,cellular,20,nov,68,1,-1,0,unknown,,595,no,0.9756679834570592,0.02433201654294095
596,32600,34,admin.,single,secondary,no,0,yes,no,cellular,11,may,66,1,301,3,failure,,596,no,0.9751539837594354,0.02484601624056458
597,19370,31,management,married,secondary,no,0,no,no,cellular,19,aug,81,2,-1,0,unknown,,597,no,0.9752687161593464,0.024731283840653564
598,28729,52,blue-collar,married,secondary,no,8180,yes,no,cellular,13,apr,81,1,144,1,failure,,598,no,0.974564442018238,0.025435557981761843
599,9881,36,blue-collar,divorced,primary,no,553,no,no,unknown,17,jun,19,4,-1,0,unknown,,599,no,0.9757835166183491,0.024216483381651038
600,4456,35,technician,single,tertiary,no,458,yes,no,unknown,21,may,1091,3,-1,0,unknown,,600,yes,0.7132137949633814,0.28678620503661856
601,14369,33,services,married,secondary,no,0,yes,no,telephone,22,jul,44,8,-1,0,unknown,,601,no,0.9755957348813696,0.024404265118630444
602,32246,48,services,married,secondary,no,1291,yes,no,cellular,8,may,255,2,-1,0,unknown,,602,no,0.9730245578207606,0.026975442179239396
603,4742,34,technician,married,secondary,no,1092,no,no,unknown,23,may,268,1,-1,0,unknown,,603,no,0.9747624055496537,0.025237594450346332
604,15667,50,admin.,married,secondary,no,546,no,no,cellular,28,jul,82,6,-1,0,unknown,,604,no,0.9755780623597722,0.02442193764022777
605,13563,34,management,married,secondary,no,29,no,yes,cellular,17,jul,94,2,-1,0,unknown,,605,no,0.975469881491876,0.024530118508123942
606,12429,29,services,married,secondary,no,13,no,no,cellular,10,jul,90,1,-1,0,unknown,,606,no,0.9750482535077808,0.024951746492219217
607,18063,34,management,married,tertiary,no,832,no,no,cellular,8,aug,229,4,-1,0,unknown,,607,no,0.9666483596915488,0.03335164030845112
608,18159,34,management,divorced,tertiary,no,4231,yes,no,cellular,11,aug,382,2,-1,0,unknown,,608,no,0.9512306846461772,0.04876931535382264
609,61,57,blue-collar,married,secondary,no,5935,yes,yes,unknown,5,may,258,1,-1,0,unknown,no,609,no,0.9755149760265648,0.02448502397343525
610,40032,26,admin.,married,secondary,no,284,no,no,unknown,10,aug,11,1,-1,0,unknown,,610,no,0.974248790895086,0.02575120910491388
611,5074,31,blue-collar,married,secondary,no,1495,yes,yes,unknown,23,may,159,3,-1,0,unknown,,611,no,0.9754655620163868,0.024534437983613204
612,37608,31,self-employed,married,secondary,no,581,yes,no,cellular,13,oct,845,1,152,6,failure,,612,no,0.8806820016761967,0.1193179983238033
613,29602,36,services,married,secondary,no,526,yes,no,cellular,17,apr,333,2,324,1,other,,613,no,0.9731108470582632,0.02688915294173676
614,22713,46,services,single,secondary,no,897,yes,no,telephone,18,nov,82,2,-1,0,unknown,,614,no,0.9755507043818328,0.024449295618167163
615,10336,57,retired,married,unknown,no,1621,yes,no,unknown,19,jun,108,1,-1,0,unknown,,615,no,0.9756074834419473,0.024392516558052704
616,7089,31,management,single,tertiary,yes,-365,yes,no,unknown,30,may,319,6,-1,0,unknown,,616,no,0.975052009289456,0.024947990710544075
617,3580,34,management,divorced,tertiary,no,488,yes,no,unknown,16,may,4,2,-1,0,unknown,no,617,no,0.975737695021488,0.024262304978511944
618,29486,32,technician,single,secondary,no,801,yes,no,cellular,17,apr,637,1,-1,0,unknown,,618,no,0.9081727033115744,0.0918272966884257
619,39721,29,self-employed,single,tertiary,no,1579,no,no,cellular,13,jul,178,1,181,4,success,,619,yes,0.14293415479773242,0.8570658452022676
620,14612,31,blue-collar,married,secondary,no,1981,yes,no,cellular,22,jul,437,2,-1,0,unknown,,620,no,0.9670552849017164,0.0329447150982836
621,504,56,admin.,divorced,secondary,no,778,yes,no,unknown,6,may,149,2,-1,0,unknown,no,621,no,0.9756562618018024,0.024343738198197528
622,7208,48,blue-collar,divorced,primary,no,323,no,no,unknown,2,jun,230,2,-1,0,unknown,,622,no,0.9747003715063282,0.025299628493671816
623,24062,53,blue-collar,single,primary,no,7724,no,no,cellular,20,nov,196,2,-1,0,unknown,,623,no,0.9714436327823456,0.02855636721765447
624,15352,25,technician,single,secondary,no,1036,yes,no,cellular,25,jul,337,2,-1,0,unknown,,624,no,0.9633202208710764,0.03667977912892362
625,10624,42,unknown,single,unknown,yes,61,no,no,unknown,20,jun,115,1,-1,0,unknown,,625,no,0.9755575095065204,0.02444249049347974
626,29914,45,management,married,tertiary,no,126,yes,no,cellular,20,apr,92,1,342,1,failure,,626,no,0.9710143442463036,0.02898565575369647
627,34299,34,admin.,married,secondary,no,0,yes,no,cellular,15,may,78,2,-1,0,unknown,,627,no,0.975437816794648,0.024562183205351938
628,11338,58,unemployed,married,secondary,no,0,no,no,unknown,3,jul,84,1,-1,0,unknown,,628,no,0.974908344594944,0.025091655405055847
629,27041,43,admin.,single,secondary,no,250,yes,no,cellular,4,feb,390,2,-1,0,unknown,,629,no,0.9533909562486336,0.0466090437513664
630,20343,56,admin.,married,secondary,no,150,no,no,cellular,22,aug,105,1,-1,0,unknown,,630,no,0.9736754562319052,0.02632454376809474
631,11819,27,technician,single,secondary,yes,0,no,yes,cellular,8,jul,732,1,-1,0,unknown,,631,yes,0.3186458386222577,0.6813541613777423
632,3175,36,blue-collar,single,primary,no,263,yes,no,unknown,15,may,172,2,-1,0,unknown,no,632,no,0.9756862614424672,0.02431373855753281
633,1449,56,technician,single,primary,no,230,yes,no,unknown,9,may,122,4,-1,0,unknown,yes,633,no,0.974220781338643,0.025779218661356983
634,16453,29,blue-collar,married,primary,no,630,yes,no,cellular,30,jul,219,5,-1,0,unknown,,634,no,0.9731734053061392,0.026826594693860714
635,14359,38,housemaid,married,tertiary,no,1437,yes,no,telephone,21,jul,100,11,-1,0,unknown,,635,no,0.975646902250659,0.02435309774934104
636,14038,34,admin.,married,secondary,no,430,yes,no,cellular,21,jul,82,4,-1,0,unknown,,636,no,0.9755204730920496,0.024479526907950463
637,34922,31,blue-collar,married,primary,no,263,yes,no,cellular,18,may,75,4,-1,0,unknown,,637,no,0.9757492669789224,0.02425073302107757
638,23591,34,management,married,tertiary,no,179,yes,no,cellular,20,nov,184,1,-1,0,unknown,,638,no,0.9744500196453252,0.02554998035467495
639,15191,32,management,single,tertiary,yes,62,no,yes,cellular,24,jul,577,3,-1,0,unknown,,639,no,0.8946039323418062,0.1053960676581938
640,30116,30,technician,single,secondary,no,8826,yes,no,cellular,20,apr,90,3,151,3,other,,640,no,0.9708479568279698,0.029152043172030226
641,14914,38,admin.,divorced,secondary,no,74,yes,no,cellular,23,jul,279,3,-1,0,unknown,,641,no,0.9721513816797056,0.027848618320294557
642,28426,34,technician,single,secondary,no,2729,yes,no,cellular,6,apr,945,1,139,1,success,,642,yes,0.7488072084083433,0.25119279159165675
643,34260,28,entrepreneur,married,tertiary,no,1900,yes,no,cellular,15,may,9,6,-1,0,unknown,,643,no,0.9756453182466388,0.02435468175336126
644,15232,27,technician,single,tertiary,no,372,yes,yes,cellular,25,jul,728,2,-1,0,unknown,,644,yes,0.36017816759967136,0.6398218324003286
645,6942,53,management,married,tertiary,no,3911,yes,yes,unknown,30,may,63,2,-1,0,unknown,,645,no,0.9757713785222024,0.02422862147779748
646,32643,58,management,single,tertiary,no,2,yes,no,telephone,11,may,168,3,-1,0,unknown,,646,no,0.9722979595583948,0.027702040441605083
647,8142,53,management,married,tertiary,no,1619,no,no,unknown,5,jun,89,1,-1,0,unknown,,647,no,0.9752252206992882,0.024774779300711845
648,27500,29,blue-collar,married,secondary,no,247,no,yes,cellular,6,feb,204,2,214,1,failure,,648,no,0.9690730464734174,0.03092695352658253
649,6006,27,admin.,single,secondary,no,110,yes,no,unknown,28,may,135,1,-1,0,unknown,,649,no,0.9753928208965484,0.024607179103451667
650,22469,37,self-employed,divorced,tertiary,yes,353,yes,yes,cellular,18,nov,134,1,-1,0,unknown,,650,no,0.9747433926660124,0.025256607333987748
651,13163,35,blue-collar,divorced,secondary,no,0,no,no,cellular,15,jul,129,2,-1,0,unknown,,651,no,0.9745197874450012,0.025480212554998667
652,8865,38,blue-collar,single,unknown,no,840,no,no,unknown,9,jun,176,6,-1,0,unknown,,652,no,0.9754197364546032,0.02458026354539666
653,32584,24,blue-collar,single,secondary,no,1,yes,no,cellular,11,may,79,2,-1,0,unknown,,653,no,0.9746736081928422,0.02532639180715776
654,40516,28,management,single,tertiary,no,9710,no,no,cellular,14,oct,786,2,-1,0,unknown,,654,yes,0.2435191918074093,0.7564808081925907
655,35367,40,blue-collar,married,primary,no,592,yes,no,cellular,18,may,80,3,350,2,failure,,655,no,0.9754056658990388,0.024594334100961127
656,13216,48,blue-collar,married,secondary,no,729,yes,no,telephone,15,jul,277,1,-1,0,unknown,,656,no,0.9716248740721312,0.028375125927868738
657,39815,24,admin.,single,secondary,no,1055,no,no,cellular,21,jul,338,1,-1,0,unknown,,657,no,0.9324135176771756,0.06758648232282452
658,23073,33,management,married,tertiary,no,2441,yes,yes,cellular,19,nov,154,1,-1,0,unknown,,658,no,0.9750716333644924,0.024928366635507432
659,15294,35,management,single,tertiary,no,48,yes,yes,cellular,25,jul,226,1,-1,0,unknown,,659,no,0.9737093063114728,0.02629069368852705
660,16461,29,admin.,single,secondary,no,345,yes,yes,cellular,30,jul,98,13,-1,0,unknown,,660,no,0.9756803175544326,0.024319682445567373
661,7229,31,blue-collar,married,secondary,no,0,yes,no,unknown,2,jun,245,1,-1,0,unknown,,661,no,0.9746499463113528,0.02535005368864721
662,23381,37,technician,married,secondary,no,5902,yes,no,cellular,19,nov,191,1,180,4,failure,,662,no,0.9745064121843686,0.02549358781563135
663,4644,37,blue-collar,married,primary,no,1455,yes,no,unknown,21,may,165,2,-1,0,unknown,,663,no,0.9755594901598996,0.024440509840100436
664,17164,41,management,married,tertiary,no,1391,no,no,cellular,5,aug,537,1,-1,0,unknown,,664,yes,0.7332459469352297,0.26675405306477024
665,2485,52,technician,married,secondary,no,0,yes,yes,unknown,14,may,77,2,-1,0,unknown,yes,665,no,0.9758171419124168,0.024182858087583203
666,17690,45,technician,married,tertiary,no,970,no,no,cellular,7,aug,216,4,-1,0,unknown,,666,no,0.9703765170645214,0.029623482935478587
667,39762,68,retired,married,secondary,no,2469,yes,no,telephone,15,jul,552,2,-1,0,unknown,,667,yes,0.2714394923446225,0.7285605076553775
668,26597,32,services,married,secondary,no,1844,yes,yes,cellular,3,feb,158,4,201,6,failure,,668,no,0.9708265830068256,0.02917341699317444
669,27386,30,unemployed,single,secondary,no,79,no,yes,cellular,5,feb,528,2,196,1,failure,,669,no,0.9092835772763206,0.09071642272367944
670,16867,35,technician,married,secondary,no,0,no,no,cellular,31,jul,122,9,-1,0,unknown,,670,no,0.9755342015416816,0.024465798458318363
671,3596,40,blue-collar,married,secondary,no,0,yes,no,unknown,16,may,167,2,-1,0,unknown,no,671,no,0.9757343050093228,0.024265694990677187
672,1769,33,blue-collar,married,primary,no,191,yes,no,unknown,9,may,162,2,-1,0,unknown,no,672,no,0.9757637269178432,0.024236273082156846
673,32025,35,blue-collar,married,secondary,no,1615,yes,no,cellular,7,may,1051,2,-1,0,unknown,,673,yes,0.7170717733506451,0.28292822664935496
674,39593,31,services,single,secondary,no,334,no,no,unknown,28,jun,54,1,-1,0,unknown,,674,no,0.9756556333417526,0.024344366658247317
675,30315,74,retired,married,secondary,no,9480,no,no,cellular,21,apr,211,1,-1,0,unknown,,675,yes,0.15022767802428638,0.8497723219757136
676,34359,32,management,single,tertiary,no,336,no,no,cellular,15,may,64,4,-1,0,unknown,,676,no,0.9751911540051148,0.024808845994885326
677,28096,68,retired,married,secondary,no,1316,no,no,telephone,4,mar,92,5,-1,0,unknown,,677,no,0.949624879843088,0.050375120156912034
678,36316,23,student,single,secondary,no,1021,no,no,telephone,19,jun,79,9,-1,0,unknown,,678,no,0.9721636072048606,0.027836392795139428
679,11560,28,housemaid,single,primary,no,332,no,no,cellular,7,jul,385,1,-1,0,unknown,,679,no,0.9467875287275798,0.05321247127242028
680,17724,60,services,married,tertiary,no,6557,no,no,cellular,7,aug,214,2,-1,0,unknown,,680,no,0.9595794870707725,0.04042051292922751
681,37297,69,retired,married,secondary,no,148,no,no,telephone,4,sep,101,1,-1,0,unknown,,681,no,0.9709375353105948,0.029062464689405182
682,16562,51,entrepreneur,married,unknown,no,3404,no,no,cellular,31,jul,44,7,-1,0,unknown,,682,no,0.9756299016803932,0.024370098319606903
683,3744,42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,no,683,no,0.9756705381347656,0.02432946186523452
684,39130,70,retired,married,secondary,no,1310,no,no,cellular,14,apr,318,1,181,1,failure,,684,no,0.9176620061494136,0.08233799385058638
685,37140,72,retired,married,secondary,no,676,no,no,cellular,25,aug,188,3,-1,0,unknown,,685,no,0.9525189522605436,0.047481047739456515
686,38196,49,technician,married,secondary,no,307,no,no,cellular,9,dec,854,1,-1,0,unknown,,686,yes,0.07364890805420342,0.9263510919457966
687,25126,47,unemployed,married,primary,no,4274,no,no,telephone,28,jan,852,2,-1,0,unknown,,687,yes,0.8036650449503164,0.19633495504968354
688,16833,34,management,married,tertiary,no,714,yes,no,cellular,31,jul,8,27,-1,0,unknown,,688,no,0.9758158015003724,0.024184198499627656
689,24272,47,technician,married,secondary,no,0,no,no,cellular,21,nov,591,1,10,1,failure,,689,yes,0.538946836700433,0.461053163299567
690,5940,52,admin.,single,secondary,no,1964,no,yes,unknown,28,may,332,1,-1,0,unknown,,690,no,0.9746181567360857,0.025381843263914516
691,19545,31,technician,married,secondary,no,297,no,no,cellular,19,aug,551,4,-1,0,unknown,,691,no,0.8884553397320073,0.1115446602679927
692,11027,52,technician,divorced,secondary,no,2816,no,no,unknown,20,jun,492,3,-1,0,unknown,,692,no,0.9656884284878025,0.03431157151219757
693,6110,28,services,single,secondary,no,281,yes,no,unknown,28,may,201,1,-1,0,unknown,,693,no,0.9754622792020948,0.02453772079790504
694,24128,54,management,married,primary,no,3859,no,yes,cellular,20,nov,104,3,-1,0,unknown,,694,no,0.975214685718526,0.02478531428147417
695,35882,28,management,single,unknown,no,560,no,no,cellular,2,jun,135,1,-1,0,unknown,,695,no,0.8738187311477016,0.1261812688522984
696,38703,39,blue-collar,married,secondary,no,1382,yes,no,cellular,11,feb,397,2,-1,0,unknown,,696,yes,0.7738988847880862,0.22610111521191376
697,37926,18,student,single,secondary,no,156,no,no,cellular,4,nov,298,2,82,4,other,,697,yes,0.6174129308577141,0.382587069142286
698,26618,51,housemaid,married,primary,no,605,no,no,cellular,3,feb,91,2,159,14,failure,,698,no,0.9744577492179448,0.02554225078205504
699,27532,42,blue-collar,divorced,primary,no,103,yes,no,cellular,6,feb,170,1,-1,0,unknown,,699,no,0.9741923633990888,0.02580763660091128
700,18,56,management,married,tertiary,no,779,yes,no,unknown,5,may,164,1,-1,0,unknown,no,700,no,0.9756114841351348,0.02438851586486531
701,1997,50,admin.,single,secondary,no,424,yes,no,unknown,12,may,72,2,-1,0,unknown,yes,701,no,0.975751244796214,0.024248755203786145
702,472,46,management,single,unknown,no,1527,yes,no,unknown,6,may,269,1,-1,0,unknown,no,702,no,0.9755442039056272,0.02445579609437262
703,40410,35,management,married,secondary,no,683,no,no,unknown,29,sep,13,1,-1,0,unknown,,703,no,0.973355638458174,0.026644361541826082
704,1319,41,management,divorced,tertiary,no,292,yes,no,unknown,8,may,352,2,-1,0,unknown,no,704,no,0.9752374737090715,0.024762526290928427
705,38754,25,self-employed,single,unknown,no,1179,no,no,cellular,18,feb,150,2,185,3,failure,,705,yes,0.7386087233576168,0.26139127664238315
706,35967,23,technician,single,secondary,no,4545,no,no,cellular,3,jun,200,1,-1,0,unknown,,706,no,0.8555556069098184,0.14444439309018167
707,23845,33,admin.,single,secondary,no,-281,yes,yes,cellular,20,nov,282,1,-1,0,unknown,,707,no,0.9749761948896516,0.02502380511034857
708,26086,39,blue-collar,married,unknown,no,0,no,no,cellular,2,feb,731,1,193,3,failure,,708,no,0.8960447464681969,0.10395525353180317
709,36832,43,technician,married,tertiary,no,2643,no,no,cellular,12,aug,188,3,100,5,success,,709,yes,0.17228124866189876,0.8277187513381012
710,32932,41,admin.,married,secondary,no,1535,yes,no,cellular,12,may,261,1,363,1,success,,710,no,0.928415451415592,0.07158454858440802
711,4450,33,technician,married,primary,no,5,no,no,unknown,21,may,57,2,-1,0,unknown,,711,no,0.9758177950562654,0.024182204943734586
712,16511,38,admin.,married,tertiary,no,1209,no,no,cellular,31,jul,98,5,-1,0,unknown,,712,no,0.9750549326370512,0.024945067362948662
713,12275,48,services,married,secondary,no,124,no,yes,cellular,9,jul,294,1,-1,0,unknown,,713,no,0.9710254135410841,0.02897458645891602
714,4334,39,technician,married,secondary,no,3528,yes,no,unknown,21,may,226,1,-1,0,unknown,,714,no,0.9751955273032104,0.02480447269678967
715,6814,58,retired,married,secondary,no,987,yes,no,unknown,30,may,555,1,-1,0,unknown,,715,no,0.9521969920361416,0.04780300796385846
716,32741,31,blue-collar,married,primary,no,240,yes,yes,cellular,11,may,254,2,-1,0,unknown,,716,no,0.9743714955967312,0.0256285044032687
717,18439,41,technician,single,secondary,no,297,no,yes,cellular,12,aug,140,2,-1,0,unknown,,717,no,0.9740925332996612,0.02590746670033892
718,35952,32,self-employed,married,secondary,no,409,no,no,cellular,3,jun,115,2,86,2,success,,718,yes,0.3615712394374021,0.6384287605625979
719,3122,32,management,single,secondary,no,6,yes,no,unknown,15,may,228,1,-1,0,unknown,no,719,no,0.97538269683449,0.024617303165509908
720,24570,46,management,single,tertiary,no,653,no,yes,cellular,21,nov,104,1,-1,0,unknown,,720,no,0.9747807545769044,0.025219245423095685
721,35627,59,management,married,tertiary,no,1831,no,no,cellular,26,may,245,2,98,2,failure,,721,yes,0.7567707804152931,0.2432292195847069
722,31657,35,blue-collar,married,secondary,no,0,yes,no,cellular,7,may,19,1,360,2,failure,,722,no,0.975776196810024,0.024223803189976037
723,37238,30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure,,723,yes,0.5987270755591056,0.4012729244408944
724,11858,26,management,single,tertiary,no,33,no,yes,cellular,8,jul,253,1,-1,0,unknown,,724,no,0.970203899326472,0.029796100673528118
725,27313,49,blue-collar,married,primary,no,217,yes,no,cellular,5,feb,537,2,196,4,other,,725,no,0.9327965586980722,0.06720344130192779
726,30033,35,services,single,secondary,no,155,yes,no,cellular,20,apr,285,1,-1,0,unknown,,726,no,0.9706638335118636,0.029336166488136462
727,26578,28,blue-collar,single,secondary,no,2700,no,no,cellular,3,feb,337,4,-1,0,unknown,,727,no,0.9645995904284732,0.03540040957152678
728,4861,36,technician,married,secondary,no,1109,yes,no,unknown,23,may,122,5,-1,0,unknown,,728,no,0.975733349904358,0.02426665009564209
729,12693,33,technician,married,tertiary,no,236,yes,no,cellular,11,jul,203,1,-1,0,unknown,,729,no,0.9741478539779416,0.025852146022058462
730,21166,34,entrepreneur,married,secondary,no,456,yes,yes,cellular,28,aug,137,8,-1,0,unknown,,730,no,0.9753665840248091,0.02463341597519097
731,26796,31,blue-collar,single,secondary,no,25,no,no,cellular,4,feb,143,1,-1,0,unknown,,731,no,0.9709329032778804,0.029067096722119518
732,17115,49,services,married,secondary,no,1122,no,no,cellular,4,aug,143,1,-1,0,unknown,,732,no,0.9718708185259356,0.02812918147406429
733,11401,35,admin.,married,secondary,yes,0,no,yes,unknown,4,jul,105,3,-1,0,unknown,,733,no,0.9753841069465392,0.024615893053460774
734,39300,44,services,single,secondary,no,618,no,no,cellular,12,may,193,1,-1,0,unknown,,734,no,0.8298295274438826,0.1701704725561174
735,38989,31,student,single,unknown,no,7826,no,no,telephone,17,mar,133,7,-1,0,unknown,,735,no,0.9590135053023701,0.04098649469763002
736,10391,36,services,married,secondary,no,3972,yes,yes,unknown,19,jun,32,1,-1,0,unknown,,736,no,0.9757353564799571,0.02426464352004296
737,14973,42,entrepreneur,married,tertiary,no,-14,yes,no,cellular,24,jul,58,2,-1,0,unknown,,737,no,0.9757751650909232,0.02422483490907665
738,29760,30,management,single,secondary,no,161,yes,no,cellular,20,apr,397,3,-1,0,unknown,,738,no,0.9615384893759036,0.03846151062409652
739,32722,55,management,married,tertiary,no,42,yes,no,telephone,11,may,386,2,-1,0,unknown,,739,no,0.962844849597236,0.0371551504027641
740,3487,47,technician,married,tertiary,no,282,yes,no,unknown,16,may,433,1,-1,0,unknown,no,740,no,0.9724773951925458,0.027522604807454144
741,9857,51,blue-collar,divorced,primary,no,886,no,no,unknown,17,jun,167,1,-1,0,unknown,,741,no,0.97484305956654,0.025156940433460024
742,16468,40,services,divorced,secondary,no,694,yes,no,cellular,31,jul,75,14,-1,0,unknown,,742,no,0.9758094122904084,0.024190587709591527
743,38862,38,services,single,secondary,no,91,no,no,cellular,2,mar,207,1,-1,0,unknown,,743,yes,0.07061631878202179,0.9293836812179782
744,5353,41,admin.,divorced,secondary,no,-140,yes,no,unknown,26,may,472,3,-1,0,unknown,,744,no,0.9684231459119328,0.03157685408806737
745,31798,38,blue-collar,married,primary,no,1,yes,no,cellular,7,may,154,1,-1,0,unknown,,745,no,0.9751765918178588,0.024823408182141325
746,5587,35,technician,married,tertiary,no,712,yes,no,unknown,27,may,73,2,-1,0,unknown,,746,no,0.975792267583766,0.024207732416234137
747,8603,33,entrepreneur,single,tertiary,no,327,yes,yes,unknown,6,jun,562,2,-1,0,unknown,,747,no,0.9453822598690392,0.054617740130960886
748,18170,30,student,single,tertiary,no,7513,no,no,cellular,11,aug,269,2,-1,0,unknown,,748,no,0.9543859795175852,0.04561402048241485
749,14940,30,self-employed,married,primary,no,1380,yes,no,cellular,24,jul,259,9,-1,0,unknown,,749,no,0.9741508390743512,0.02584916092564886
750,10167,33,technician,married,secondary,no,4,yes,yes,unknown,18,jun,625,2,-1,0,unknown,,750,yes,0.7322802081663992,0.26771979183360084
751,38220,79,retired,married,primary,no,3025,no,no,cellular,11,dec,166,3,126,3,other,,751,yes,0.3914877601493093,0.6085122398506907
752,35851,54,unemployed,divorced,secondary,no,1664,no,no,cellular,2,jun,257,3,-1,0,unknown,,752,yes,0.6058304875091933,0.3941695124908067
753,24394,34,management,divorced,secondary,no,124,yes,no,cellular,21,nov,56,1,163,4,other,,753,no,0.9755887770597512,0.0244112229402487
754,34967,26,student,single,tertiary,no,251,yes,no,cellular,18,may,12,5,-1,0,unknown,,754,no,0.9754036074000716,0.024596392599928255
755,39129,44,services,married,primary,no,2557,yes,no,cellular,14,apr,250,1,181,8,success,,755,yes,0.08692153764655375,0.9130784623534464
756,25042,47,blue-collar,married,primary,no,1452,yes,yes,cellular,28,jan,181,1,177,2,failure,,756,no,0.9732088399229838,0.02679116007701625
757,25455,32,blue-collar,married,primary,no,634,no,no,cellular,29,jan,696,1,-1,0,unknown,,757,yes,0.5232228053483132,0.4767771946516868
758,11054,35,blue-collar,married,secondary,no,306,no,no,unknown,20,jun,12,8,-1,0,unknown,,758,no,0.9758171454470459,0.02418285455295398
759,13845,56,technician,divorced,secondary,no,179,no,no,cellular,18,jul,536,1,-1,0,unknown,,759,yes,0.4446874871835528,0.5553125128164472
760,38835,36,management,single,tertiary,no,688,no,no,cellular,25,feb,293,3,268,2,failure,,760,yes,0.7970122165451414,0.20298778345485866
761,17042,37,management,married,tertiary,no,355,no,no,cellular,4,aug,340,1,-1,0,unknown,,761,no,0.9372077905668555,0.06279220943314445
762,25751,57,technician,divorced,secondary,no,77,yes,yes,cellular,29,jan,168,3,246,2,failure,,762,no,0.9737637584892485,0.026236241510751653
763,20013,37,management,married,tertiary,no,727,no,no,cellular,21,aug,176,10,-1,0,unknown,,763,no,0.9738431469234248,0.02615685307657508
764,31284,46,management,married,tertiary,no,16,yes,no,cellular,6,may,304,1,-1,0,unknown,,764,no,0.9710781577079703,0.028921842292029543
765,12217,32,housemaid,married,secondary,no,216,no,yes,cellular,9,jul,71,6,-1,0,unknown,,765,no,0.9756744141623349,0.024325585837665017
766,35261,33,admin.,single,secondary,no,-371,yes,yes,cellular,18,may,221,2,350,4,other,,766,no,0.97360854786726,0.026391452132740027
